0,0,0,0
0.1,0,1,0
0.2,0,2,0
0.3,0,3,0
0.4,0,4,0
0.5,0,5,0
0.6,0,6,0
0.61,0.2,7,0
0.64,0.2,8,0
0.66,0.4,8.8,0.2
0.68,0.6,9,0.4
0.7,0.8,9.2,3
0.72,1.2,,
0.74,2.2,,
0.76,3.2,,
0.78,5.2,,
0.8,7,,
